Frame,Timestamp,Src,Dst,Metodo,URI,Status,Operazione,Payload ID,Payload Mediator,Δ Mediator (ms),Latency (ms)
661,1763668790.514066,127.0.0.1:42340,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,33265.25
1761,1763668889.091453,127.0.0.1:35142,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,33467.51
2890,1763668999.303577,127.0.0.1:55548,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,34001.52
4015,1763669110.308377,127.0.0.1:33278,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,36164.73
5095,1763669227.696605,127.0.0.1:52088,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,49270.16
6186,1763669356.537068,127.0.0.1:53300,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,53336.39
6985,1763669426.151844,127.0.0.1:3000,127.0.0.1:40192,POST,/didcomm,200,https://didcomm.org/routing/2.0/forward,17ad3645-7d06-4d87-91c4-323e7f04a072,17ad3645-7d06-4d87-91c4-323e7f04a072,0.00,1933.35
7696,1763669476.838544,127.0.0.1:54974,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,33769.97
8769,1763669588.799523,127.0.0.1:49742,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,34847.84
9555,1763669656.965037,127.0.0.1:3000,127.0.0.1:50948,POST,/didcomm,200,https://didcomm.org/routing/2.0/forward,65ca66e2-c5cf-4157-8ea3-ec450628ee71,65ca66e2-c5cf-4157-8ea3-ec450628ee71,0.00,1974.09
10292,1763669719.828080,127.0.0.1:54900,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,45537.62
11342,1763669805.787058,127.0.0.1:52186,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,33863.26
