Frame,Timestamp,Src,Dst,Metodo,URI,Status,Operazione,Payload ID,Payload Mediator,Δ Mediator (ms),Latency (ms)
779,1763561923.607790,127.0.0.1:51142,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,30954.25
2019,1763562016.107563,127.0.0.1:59446,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,30681.53
3266,1763562100.188758,127.0.0.1:48632,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,31424.93
4576,1763562199.332092,127.0.0.1:59870,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,32254.64
5784,1763562278.121161,127.0.0.1:57364,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,30350.29
7033,1763562358.469963,127.0.0.1:47022,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,32468.47
7986,1763562422.976887,127.0.0.1:3000,127.0.0.1:57604,POST,/didcomm,200,https://didcomm.org/routing/2.0/forward,c471eab2-71ac-45e7-ab7b-88306373d95f,c471eab2-71ac-45e7-ab7b-88306373d95f,0.00,1942.68
8772,1763562470.059655,127.0.0.1:38738,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,30997.56
9969,1763562548.100229,127.0.0.1:56784,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,31635.84
10898,1763562610.210925,127.0.0.1:3000,127.0.0.1:45914,POST,/didcomm,200,https://didcomm.org/routing/2.0/forward,9357f082-c290-44c6-84f1-52e446ae309c,9357f082-c290-44c6-84f1-52e446ae309c,0.00,1781.48
11686,1763562658.445558,127.0.0.1:60156,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,31786.89
12917,1763562738.778545,127.0.0.1:54966,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,31771.78
