Frame,Timestamp,Src,Dst,Metodo,URI,Status,Operazione,Payload ID,Payload Mediator,Δ Mediator (ms),Latency (ms)
585,1763571711.904655,127.0.0.1:35344,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,29178.38
1600,1763571803.089160,127.0.0.1:32894,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,27756.48
2613,1763571889.736172,127.0.0.1:40890,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,28935.43
3631,1763571974.939359,127.0.0.1:48136,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,29923.62
4557,1763572048.913936,127.0.0.1:35734,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,29285.33
5493,1763572123.719267,127.0.0.1:34926,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,29538.15
6187,1763572183.738638,127.0.0.1:3000,127.0.0.1:32988,POST,/didcomm,200,https://didcomm.org/routing/2.0/forward,1053babd-4ccd-4fc7-a24e-fe0bc8754872,1053babd-4ccd-4fc7-a24e-fe0bc8754872,0.00,1385.46
6813,1763572227.556065,127.0.0.1:54072,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,29334.39
7743,1763572301.689890,127.0.0.1:32956,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,30762.48
8428,1763572362.976996,127.0.0.1:3000,127.0.0.1:50962,POST,/didcomm,200,https://didcomm.org/routing/2.0/forward,ef6adb8b-18e0-4a5f-9d66-5880bd857b28,ef6adb8b-18e0-4a5f-9d66-5880bd857b28,0.00,1625.50
9042,1763572408.701520,127.0.0.1:49508,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,29943.54
9966,1763572483.449688,127.0.0.1:51654,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,29525.91
