Frame,Timestamp,Src,Dst,Metodo,URI,Status,Operazione,Payload ID,Payload Mediator,Δ Mediator (ms),Latency (ms)
111,1762940768.462988,127.0.0.1:40264,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,6904.52
303,1762940791.202086,127.0.0.1:58790,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,6760.69
493,1762940812.811434,127.0.0.1:36912,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,6718.93
691,1762940835.330420,127.0.0.1:54700,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,7390.42
869,1762940854.976471,127.0.0.1:50650,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,7375.96
1047,1762940874.650223,127.0.0.1:46352,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,7374.89
1186,1762940890.975081,127.0.0.1:34282,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,2265.35
1312,1762940903.163573,127.0.0.1:55120,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,7166.47
1478,1762940920.829445,127.0.0.1:43630,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,7295.01
1605,1762940935.289712,127.0.0.1:57608,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,2240.50
1733,1762940947.450759,127.0.0.1:46808,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,7152.89
1897,1762940965.107940,127.0.0.1:36356,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,7295.67
