Metric,Value
Conteggio,12
Min (ms),1715.04
P50 (ms),31584.64
P90 (ms),32095.62
P95 (ms),32095.62
Max (ms),32505.05
Media (ms),26573.58
Operazione: https://didcomm.org/routing/2.0/forward,2
