Frame,Timestamp,Src,Dst,Metodo,URI,Status,Operazione,Payload ID,Payload Mediator,Δ Mediator (ms),Latency (ms)
97,1762886930.147855,127.0.0.1:57946,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,2096.47
262,1762886936.489304,127.0.0.1:35662,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,1786.46
420,1762886942.311783,127.0.0.1:51014,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,1779.13
603,1762886952.497396,127.0.0.1:56934,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,1999.77
743,1762886957.743233,127.0.0.1:56934,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,1923.87
883,1762886962.926657,127.0.0.1:56934,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,1936.41
997,1762886967.312385,127.0.0.1:56934,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,558.58
1085,1762886970.550588,127.0.0.1:56934,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,1878.78
1209,1762886975.238031,127.0.0.1:56934,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,1945.64
1311,1762886979.030694,127.0.0.1:56934,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,535.47
1399,1762886982.279029,127.0.0.1:56934,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,1877.51
1521,1762886986.976482,127.0.0.1:56934,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,1959.22
