Frame,Timestamp,Src,Dst,Metodo,URI,Status,Operazione,Payload ID,Payload Mediator,Δ Mediator (ms),Latency (ms)
332,1763226476.754844,127.0.0.1:42864,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,14320.95
915,1763226529.831241,127.0.0.1:54928,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,13929.82
1500,1763226577.173709,127.0.0.1:56874,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,12555.97
2080,1763226626.403721,127.0.0.1:48830,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,13739.45
2604,1763226662.357858,127.0.0.1:45478,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,14829.32
3149,1763226700.273556,127.0.0.1:55008,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,13954.36
3556,1763226730.494592,127.0.0.1:3000,127.0.0.1:52570,POST,/didcomm,200,https://didcomm.org/routing/2.0/forward,a67aa207-5024-430f-9d58-6129b9d4e2ce,a67aa207-5024-430f-9d58-6129b9d4e2ce,0.00,1254.08
3911,1763226752.977549,127.0.0.1:59436,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,14257.84
4434,1763226787.562072,127.0.0.1:40122,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,13100.87
4821,1763226816.078990,127.0.0.1:3000,127.0.0.1:56726,POST,/didcomm,200,https://didcomm.org/routing/2.0/forward,7ec14427-3b20-45bc-8213-dd55eec202a0,7ec14427-3b20-45bc-8213-dd55eec202a0,0.00,1342.56
5166,1763226837.675464,127.0.0.1:50878,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,13673.73
5704,1763226871.678514,127.0.0.1:49020,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,13306.55
