Metric,Value
Conteggio,12
Min (ms),1480.95
P50 (ms),22377.45
P90 (ms),23663.89
P95 (ms),23663.89
Max (ms),26685.14
Media (ms),19396.78
Operazione: https://didcomm.org/routing/2.0/forward,2
