Frame,Timestamp,Src,Dst,Metodo,URI,Status,Operazione,Payload ID,Payload Mediator,Δ Mediator (ms),Latency (ms)
534,1763398122.632181,127.0.0.1:58058,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,20960.76
1407,1763398190.334821,127.0.0.1:52054,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,21286.03
2233,1763398263.511010,127.0.0.1:45770,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,21551.01
3010,1763398332.325646,127.0.0.1:58112,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,21044.24
3755,1763398388.539053,127.0.0.1:43316,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,21863.76
4480,1763398444.289603,127.0.0.1:56802,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,22004.32
5043,1763398489.316709,127.0.0.1:3000,127.0.0.1:45170,POST,/didcomm,200,https://didcomm.org/routing/2.0/forward,dc9b6d56-f0c8-4098-86a0-6812c1826546,dc9b6d56-f0c8-4098-86a0-6812c1826546,0.00,1700.92
5523,1763398522.374566,127.0.0.1:55820,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,21469.61
6243,1763398577.152069,127.0.0.1:45322,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,22258.60
6777,1763398621.101275,127.0.0.1:3000,127.0.0.1:57342,POST,/didcomm,200,https://didcomm.org/routing/2.0/forward,408c34dc-7fc9-49a3-96e3-7ab49a701178,408c34dc-7fc9-49a3-96e3-7ab49a701178,0.00,1489.42
7254,1763398653.138818,127.0.0.1:51520,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,21136.56
7998,1763398706.180238,127.0.0.1:46988,127.0.0.1:3000,POST,/didcomm,200,-,-,-,-,21644.68
