Frame,Timestamp,Src,Dst,Metodo,URI,Status,Operazione,Payload ID,Payload Mediator,Δ Mediator (ms),Latency (ms)
16,1763475364.996196,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,204.88
18,1763475365.159437,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,128.19
20,1763475365.409355,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,237.39
22,1763475365.606769,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,174.84
24,1763475365.826350,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,203.15
26,1763475366.016423,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,170.05
28,1763475366.219916,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,188.27
30,1763475366.427235,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,191.60
32,1763475366.572054,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,128.39
34,1763475366.732377,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,145.57
36,1763475366.936722,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,190.22
38,1763475367.142017,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,190.88
40,1763475367.297307,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,140.97
42,1763475367.555909,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,244.33
44,1763475367.773124,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,204.30
46,1763475368.072386,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,285.28
48,1763475368.269248,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,182.82
50,1763475368.473139,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,189.56
52,1763475368.782450,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,295.33
54,1763475368.984878,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,188.87
56,1763475369.189553,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,191.61
58,1763475369.395304,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,191.55
60,1763475369.599338,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,190.43
62,1763475369.909056,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,296.09
64,1763475370.113290,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,190.50
66,1763475370.316237,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,188.43
68,1763475370.630351,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,300.58
70,1763475370.832333,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,188.68
72,1763475371.033226,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,187.29
74,1763475371.238974,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,191.61
76,1763475371.445898,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,193.54
78,1763475371.647025,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,187.30
80,1763475371.853909,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,193.12
82,1763475372.068252,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,199.83
84,1763475372.271691,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,189.61
86,1763475372.410453,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,123.30
88,1763475372.672707,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,248.28
90,1763475372.808886,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,122.88
92,1763475372.978862,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,157.13
94,1763475373.183279,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,190.68
96,1763475373.389237,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,193.24
98,1763475373.595110,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,190.49
100,1763475373.799392,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,190.10
102,1763475374.004282,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,190.69
104,1763475374.207451,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,189.74
106,1763475374.412229,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,190.69
108,1763475374.616813,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,191.86
110,1763475374.821192,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,191.66
112,1763475374.973837,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,139.02
114,1763475375.234057,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,247.18
116,1763475375.443935,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,195.50
118,1763475375.652177,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,194.31
120,1763475375.854064,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,187.74
122,1763475375.996432,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,127.99
124,1763475376.256797,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,246.94
126,1763475376.469300,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,195.34
131,1763475376.610126,172.31.100.255:41140,35.172.145.92:443,TLS,-,-,-,-,-,-,122.42
