Metric,Value
Conteggio,12
Min (ms),938.80
P50 (ms),13845.17
P90 (ms),14519.92
P95 (ms),14519.92
Max (ms),14540.09
Media (ms),11864.28
Operazione: https://didcomm.org/routing/2.0/forward,2
