Metric,Value
Conteggio,12
Min (ms),1325.16
P50 (ms),27684.56
P90 (ms),28042.90
P95 (ms),28042.90
Max (ms),28383.01
Media (ms),23275.54
Operazione: https://didcomm.org/routing/2.0/forward,2
